BG31,0,138250
BG31,10000,138250
BG31,20000,138250
BG31,30000,138250
BG31,40000,138250
BG31,50000,138250
BG31,60000,138250
BG31,70000,138250
BG31,80000,138250
BG31,90000,138250
BG31,100000,138250
BG31,110000,138250
BG31,120000,138250
BG31,130000,138250
BG31,138250,138250
